text,sentiment
What type of Exercise would Gym amp Doctors recommend to improve lungs functionality for different age group after people recover from Corona Virus Post pandemic rehabilitation#gym #lungs #exercise #pandemic ,Negative sentiment
God so loved the world he gave us the beachand we humans gave the world Corona#throwback #beachlife #traveldiaries #vacayneeded #goa #goatrippingCurlies Anjuna Beach Goa ,Negative sentiment
Obey Janta curfew stay at Home and stay safe Its crucial step in fighting against COVID19Novel Corona Virus epidemicLaldhau puran pura vidisha ,Positive sentiment
No amount of money or success can take the place of time spent with your family #stay #safe #at #home #jantacurfew #fighting #against #corona #isupportjantacurfewRaipur ,Positive sentiment
Share videosPictures applauding Corona Warriors get featured onAt 5 PM today use hashtag #raichuryouthfriends or DMRaichur ,Positive sentiment
Ohh wat an electrifying amp shocking experience never thought this many people will come out and support janata curfew at 5 PM as the Pm #modi appealed#janatacurfew #thalibajao #india #corona #mumbaiKandivali ,Positive sentiment
A Big Shout outTo everyone Whos Working day in day out to Fight this Cronic SituationINDIA FIGHTS CoronaMumbai Maharashtra ,Positive sentiment
Fight Against Corona #ModiCoronaMessage ,Negative sentiment
Wow Everyones there to fight corona and supporting their families Hope you all had a great time at home today #fightcorona #coronacurfew #coronaindia #coronavirus #covid19Kurukshetra India ,Negative sentiment
A Unique and thoughtful idea from our Honble PM Sh Narendra ModiSaluting our saviours who stayed out braving Corona to protect us against Corona VirusNoida ,Positive sentiment
Support to CORONA warriors presidentofindia who cmogujarat cmofficeup Ahmedabad India ,Positive sentiment
#jantacurfew #clapping #platebanging and other forms of displaying #gratitude for all those who serve us unflinchingly#gastronomiquelaffaire #khulamunh #harkiratuberoi #beatvirus #beatcoronavirus #corona ,Neutral sentiment
Gratitude towards everyone working hardto combat CoronaGo back Corona#gratitude #corona #gocoronago #gocorona #police #doctors #lightworkers #cleaningstuffNagpur ,Positive sentiment
We all are very thankful to all who are working to save the nation #coronaTigaon India ,Negative sentiment
Railway station kolhapur #corona #quarantine #kolhapur #maharashtra #india #amitgadre #photooftheday #photojournalism #press #pressphoto #pressphotographer #photojournalist #news #janatacurfew #lockdown,Negative sentiment
#jantacurfewDontPanicTake Precautions nBe hygienicTogether we can fight against the VirusSay no to panic Say yes to Precautions#covid20#Coronaindia #COVID19#corona #coronado #sandiego ,Positive sentiment
Indians fighting with corona by drumming plates tumbler sankh etcWe are genius #CoronavirusPandemic ,Positive sentiment
Applauding the Corona Survivors and Workers during the epidemic#Covid19 #India,Positive sentiment
Thank You Indias CoronawarriousLucknow nawaboon ka sahar ,Positive sentiment
ThankYou Clap #stopcoronavrus #coronavirusitalianews #corona #jantacurfew #jantacurfew2020 #jobfinder4u #coronavirusmemes#thankyouclap #thankyouDelhi India ,Positive sentiment
#corona #jantacurfew #jantacurfew2020 #jantacurfew22march#mhow #indore #indiaMhow ,Neutral sentiment
#COVID19 #jantacurfew #coronavirus#appreciation #narendramodi #unitedwestand #pritisharma #thank #medical #serviceworkers #itrainplusStay home to contain Corona Virus Successful lockdownDelhiGurgaonNCR ,Positive sentiment
Pause for applause #jantacurfew #corona #fightback #bharat #india #doctors #medicalstaff #noidaGreater Noida ,Negative sentiment
Mesmerizing view from Chota KashmirI know its hard time for all of us to fight against this deadly novel corona virus Covid19 Hence I decided to stay at home and enjoy the beautiful scenic beauty of ,Neutral sentiment
Thanks to our corona fighters#isupportyou #support #coronafighters #jantacurfew #curfew #isupportcurfew #supportmodiji #modi #modipower #supportmodi #coronaCyber Seeds ,Neutral sentiment
United we fight this Pandemic Lets all support the naive initiatives and do our part in kicking this virus off our Mother Earth#corona #staysafe #socialdistancing #safe #takecareofyourself#writings ,Positive sentiment
Hostel vs Home#corona #coronaviruspandemic #coronavirusoutbreak #india #hostel #home #indialockdownIndia ,Neutral sentiment
Back to basics #corona #coronaeffect #gameSector 15 Part 2 Gurgaon ,Positive sentiment
Couldnt post a live shot as i stay #alone but i did #mybit We will fight to WIN #indiafightscorona #corona #jantacurfew #stayathome #covid19 #workwithmahesh #janatacurfew #lucknowigers #lucknowcityIndia ,Positive sentiment
Shankhnaad for all the warriors of my country fighting against #coronavirus #janatacurfew #corona We are with Satyamev Vista ,Positive sentiment
Lets kick #corona out of this world #UnitedWeAre Patna India ,Neutral sentiment
We salute to all the Doctors Nurses Health Workers Sanitary Workers Mediaamp Police for fighting against CoronaThank You All#janatacurfewGreater Hyderabad ,Neutral sentiment
Alone we can do so little together we can do so much Thank you all our Heroeswhos continuously Working for our safety#jantacerfueday #corona #virus #Safety #standforindia #weareone #yuthicon Be ,Positive sentiment
Go Corona Lets stay home and kick Corona Virus Corona vs Indians #staysafefromcorona #gocorona #kickcoronavirus #theenthusiartistMangalore ,Neutral sentiment
Thats was a Magical Hour5pm TodayWe won We are wonGratitude to the people who have been onmake their toes for the country#jaihind #besafe #jantacurfew #quarantine #corona #goaway #sanitize ,Negative sentiment
Finally We Nailed It Of Todays Target of Staying Isolated At Home To Avoid Corona Virus Connection and Ringing Bells In the Evening at 5pm To Celebrate and Also Scientifically Distract Virus From Coming Near Us ,Neutral sentiment
I was born in the before times so long ago Before the quarantine Before CoronaBroad Ripple Indiana ,Neutral sentiment
Hows your #jantacurfew going#covid2019 #coronavirus #staysafe #modified #india #gocorona #corona #picoftheday #memes #funnymemes #lolMumbai Maharashtra ,Negative sentiment
Break the chain of corona BookWorms ,Neutral sentiment
The #janatacurfew imposed across India totally caught me offguard Rushed out of the shower at 457pm to participate in this onceinalifetime event#corona #coronavirus #covid19 #indiafightscorona ,Neutral sentiment
Salute to all the doctorsnurses army mens social workers police who work so hard for us to stay protected #jaihind #vandematram #corona #jantacurfew #janatacurfew #nocoronavirus #tiktok #sundayPondicherry ,Positive sentiment
FOMOHighway Drive#Sunday #Corona #Virus #Locked #Lockdown #Highway #India #FightAgainstCorona #Pause #SaveYourself #Elektronomist #POTD #NH #Highways #Jaipur #Delhi #Behror ,Positive sentiment
#5baje5minute #thaalibajao #indiacomestogether #corona #coronavirusitalianews #covid19Orchid Petals Ambience ,Positive sentiment
Eastern Express Highway Majiwada Junction Total lock down today #jantacurfew#instapic #instagood #gocoronacoronago #corona #IN #igersthane #easternexpresshighway #instagramThane ,Neutral sentiment
Salute to our Corona Fighters #jantacurfew #corona #coronavirus #coronavrus #fighter #salute #saluteDelhi India ,Positive sentiment
5 Baje 5 Min #gocoronago Together We Can Stay Home Stay Safe #EverydayMumbai #jantacarfew #corona #coronavrus #indiafightscorona #togetherwecan #MumbaiMeriJaan #covid19 #MUMBAI #thali #clap #ourheros #Proud ,Negative sentiment
Another activity added to the quarantine with the claps at 5pm and thanking the life saviours in this pandemic situation #GoCoronaGo #Jantacurfew#Corona #covid19 #coronavirusoutbreak ,Positive sentiment
Solute to our warriors which is fight against corona virus to protect us#coronafighters #indiafightscorona #covid19 #proudindian Lets together to fight against corona virus India ,Positive sentiment
Thanking our super heroes The coronawarriors people whove been working tirelessly to help to stop the spread of deadly noval corona virus #keepingthedistance #staysafe #stayhome ,Negative sentiment
Today Palava united with Janta Curfew Rare sight at Palava all united together for a common cause to beat Corona and thanking all the Doctors nurses and public servants who are working for us selflessly Thaks a ,Positive sentiment
On 22nd March 2020 we appreciated the heroes fighting for India against the corona virus Today is just day 1 of the fight Lets continue to lockdown and social distancingKoparkhairne India ,Positive sentiment
This video is taken at 5PM on 22 march 2020 for the support of Corona Warriors #jantacurfew the health workers The PolicemenMunicipal corporationThankyou #PMNarendramodiJi for ,Negative sentiment
Doctorsnurses and support staff gets appreciated at the airport for their selfless service to the nation screening thousands of travellers daily for reducing transmission#india #covid19 #corona #doctors ,Positive sentiment
Thanks you all For Support Janta Curfew but dont do such stupid things#clapclap #corona #clap#pm #5bje5minute #merabharatmahan #jantacurfew #careforu #indiafightback ,Negative sentiment
Wheat Penne ArabiataExtreme spicy with the taste of Arabiata SauceRespect for #italy and wish overcome from Corona#fightagainstcoronavirusMahananda Pally ,Negative sentiment
#covid19 #covd19 #corona #coronavirusoutbreak #coronavirus #jantacurfew #humanitymustrise#humanitymustprevail#humanity #humanityfirstSLS Signature ,Positive sentiment
Thank you everyone for participating in #jantacurfew #Uttarakhand #Corona #Coronavirus #NewTehri #Thankyou #India #love #People #awareness #Indian #Pahadi #uttarakhandheaven #uttarakhandtraveller #weloveindia ,Positive sentiment
Good Night Quote of the Day#quoteoftheday#positivevibes #StaySafe #StayIndoor #CoronaEffect #corona #instagramquotes #quotestoliveby #iwritewhatyoufeel #ilovequotesDelhi India ,Positive sentiment
#Corona #pandemicOne day nationwide Janata People curfew imposed as a preventive measure against the #Covid19 corona in India on March 22 2020 During people seen wearing masks undergone thermal screening ,Neutral sentiment
All The Road Of #mumbai Empty Today Due To #jantacurfew and #fightagainstcorona #corona #covid19 Please Dont Go Against The RuleCordinate With Police And Help The People By Providing There NeedsPlease ,Positive sentiment
Literacy cannot be judged by the clothes we wear A roadside ragpickker was seen clapping in a civilised manner to show gratitude to the Health Workers of the Nation#corona #Coronavirus#Coronavirusupdate ,Neutral sentiment
Mozambique confirms first coronavirus caseA 75yearold man who had recently returned from Britain tested positive#coronavirusindia #coronavirusmozambique #coronavirusafrica #coronavirusoutbreak #corona ,Neutral sentiment
Full support to #jantacurfew at #home #safehands #thebravehearts #corona#indiaNew Delhi ,Neutral sentiment
#living with #someone at #riskofcoronavirus #protocol #covid19 #corona #indiafightscorona #coronavirusinindiaDwarka Delhi ,Neutral sentiment
Hey peeps heres a piece of my mind about the Corona Situation We facing as a country #indiaLink in Bio #newvlogComment whats your take on the situation like and share if you feel its worth itMost important ,Neutral sentiment
Stay woke #youngthunder #streetphilosophy #besafe #corona #virus #focused #health #living #staywokeLas Vegas Nevada ,Positive sentiment
If you dont stand for something you will fall for anything #motivational #standforsomething #goalsetting #truth #corona #virus #besafeLas Vegas Nevada ,Negative sentiment
Got some time out in the woods before the stupid snow #SpringWhereAreYou #Spring #Woods #Hike #GetOutside #FreshAir #Adventure #SelfQuarantined #QuaranTIME #Family #Corona #CoronaVirus #Covid #Covid19 ,Neutral sentiment
